# Corpus:;walk straight 20 meters;;;;;;
# System:;OSHWSP v1;;;;;;
# Acquisition time:;Tue Jun  7 11:44:30 2016;;;;;;
# Accelerometers:;Divide by 8192;g;;;;;
# Gyroscopes:;Divide by 32.8;º/s;;;;;
# Time unit:;microseconds;;;;;;
# Sampling frequency;> 100 Hz;;;;;;
# Sensors:;[J=left ankle, K=right ankle, L=left knee, M=right knee, N=hip, O=wrist];;;;;;
time;sensor;xAcc;yAcc;zAcc;xGyr;yGyr;zGyr
5096652;N;-8078;1852;-688;45;28;-89
5096652;O;-7876;-1270;1812;186;44;88
5104812;J;-8216;-1136;-1492;-41;23;4
5104812;K;-8348;298;-1384;-14;-28;8
5104812;L;-8114;306;1706;43;-51;81
5104812;M;-8202;92;-732;193;-51;-33
5104812;N;-8054;1814;-800;55;29;-82
5104812;O;-7872;-1210;1864;185;43;96
5113056;J;-8234;-1166;-1474;-53;5;0
5113056;K;-8354;272;-1444;-17;-35;6
5113056;L;-8154;400;1700;40;-61;78
5113056;M;-8294;122;-628;205;-51;-25
5113056;N;-8036;1838;-830;53;23;-84
5113056;O;-7826;-1240;1788;177;40;97
5121304;J;-8242;-1096;-1410;-46;2;-1
5121304;K;-8410;310;-1436;-6;-40;0
5121304;L;-8118;354;1650;32;-53;65
5121304;M;-8290;100;-744;212;-46;-24
5121304;N;-8062;1846;-788;45;31;-80
5121304;O;-7828;-1258;1848;170;34;101
5129464;J;-8208;-1096;-1464;-57;9;-8
5129464;K;-8376;306;-1426;3;-50;-4
5129464;L;-8118;276;1568;19;-60;71
5129464;M;-8248;200;-654;213;-43;-8
5129464;N;-8002;1802;-778;50;28;-81
5129464;O;-7800;-1274;1854;151;31;107
5137624;J;-8152;-1138;-1394;-58;11;-6
5137624;K;-8380;256;-1520;12;-54;-7
5137624;L;-8146;296;1626;21;-65;82
5137624;M;-8248;58;-690;228;-37;-9
5137624;N;-8072;1812;-744;52;31;-81
5137624;O;-7836;-1226;1914;132;37;107
5145784;J;-8230;-1088;-1434;-49;16;-16
5145784;K;-8334;288;-1490;26;-66;-12
5145784;L;-8094;288;1660;37;-66;89
5145784;M;-8182;58;-692;234;-37;-5
5145784;N;-8082;1794;-804;52;31;-86
5145784;O;-7860;-1218;1868;128;31;108
5153944;J;-8206;-1196;-1446;-55;6;-9
5153944;K;-8356;274;-1384;29;-60;-16
5153944;L;-8168;288;1622;52;-62;74
5153944;M;-8272;156;-720;244;-45;-17
5153944;N;-8116;1794;-772;50;33;-82
5153944;O;-7840;-1234;1882;132;24;111
5162104;J;-8286;-1168;-1498;-57;14;-9
5162104;K;-8382;246;-1442;35;-64;-19
5162104;L;-8106;276;1674;54;-58;77
5162104;M;-8294;126;-694;242;-42;-15
5162104;N;-8086;1832;-694;54;29;-85
5162104;O;-7876;-1234;1868;135;24;113
5170264;J;-8262;-1158;-1354;-54;22;0
5170264;K;-8388;284;-1466;38;-67;-19
5170264;L;-8146;322;1732;62;-59;72
5170264;M;-8314;76;-658;242;-50;-33
5170264;N;-8108;1860;-784;43;20;-80
5170264;O;-7920;-1194;1808;132;27;112
5178424;J;-8218;-1136;-1432;-58;16;-12
5178424;K;-8334;242;-1330;41;-67;-22
